术语ID,术语名称(中文),术语名称(英文),术语别名,术语定义,确认状态,术语来源,使用情况,创建人,最后编辑人,最后编辑时间
rEVlfJ,支付时间,pay_time,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rpF9bu,手机号,phone_no,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
ruTG5s,提货单位,pickup_unit,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rrh0R9,件数,piece_count,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r72EwG,计件单位,piece_unit,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rJrmBf,计件单位ID,piece_unit_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rNCRVg,计划ID,plan_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rpINzF,计划收费数量,plan_charge_quantity,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rQwIBD,计划重量数量,plan_weight_quantity,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
ruoRiT,抵质押ID,pledge_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rha8z4,抵质押截止日期,pledge_end_date,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
ro1sm0,抵质押起始日期,pledge_start_date,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rt0Vyk,电力消耗量,power_consume,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rXfbtK,单吨成品用电量,power_consume_per_ton,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rQtMop,电力预警下限值,power_warning_lower_limit,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rUlsxL,电力预警上限值,power_warning_upper_limit,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rpZf1p,预申请ID,pre_apply_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rKSETx,前缀代码,prefix_code,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r7DI3H,预付款,prepay,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rCRaS4,预付款明细ID,prepay_detail_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
refXW0,上一日在贷余额,previous_day_loan_balance,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rlhj2p,价格变动幅度,price_change_range,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rnZqpc,采价结束日期,collect_price_end_date,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
ra43EQ,采价开始日期,collect_price_start_date,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rVTwTT,定价日期,pricing_date,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rTVXgO,定价等级,pricing_level,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rYMrXR,定价价格,pricing_price,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rodPZf,定价评级等级,pricing_rating_level,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rEzmzV,定价评级类型ID,pricing_rating_type_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rptOth,定价评级类型名称,pricing_rating_type_name,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r6L66D,定价参考价格,pricing_reference_price,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rfPof3,定价状态,pricing_status,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r5TeHo,定价价格单位,pricing_unit,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rkEbHK,主键ID,primary_key_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rsnC0j,一级标题,primary_title,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rVCOCU,打印次数,print_count,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rYz6Qm,私有金融产品ID,private_financial_product_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rFetol,生产批号,production_batch_no,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rkbcKK,生产日期,production_date,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
regXK0,产量预警阈值,production_warning_threshold,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rWaAHL,公共金融产品ID,public_financial_product_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rVLK0N,推送业务类型,push_biz_type,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rmoMap,推送业务类型名称,push_biz_type_name,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rTb2ZI,是否启用快速PDA流程,is_enable_quick_pda,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rF3RZt,报价单数量,quotation_count,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rFKjbw,报价单ID,quotation_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rX6U4h,收料判级整车编号,receipt_grading_no,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rJqozG,收付款单号,receipt_pay_bill_no,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rOxoFv,收料登记单号,receipt_reg_no,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rHh8Ui,收料登记单ID,receipt_reg_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
reCsBs,应收金额,receivable_amount,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rAh7sO,应收融资状态,receivable_financing_status,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rlVOIo,应收结算金额,receivable_settlement_amount,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rerBfW,复核重量次数,recheck_weight_count,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rGGq7E,对账金额,reconcile_amount,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
raeOyA,对账状态,reconcile_status,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rRhp7X,推荐人,referrer,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r4fJKa,区域编码,region_code,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r5Wear,区域ID,region_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rqPItI,区域名称,region_name,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rKmxuw,监管机构,regulatory_org,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rSOFnH,打回类型,reject_type,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rBUksA,客户统一社会信用代码,customer_unified_social_credit_code,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rcl8h4,客户机构性质,customer_org_nature,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rMvqcv,关系,relate,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rzwZvT,关联ID,relate_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rH157k,关联单号,relate_no,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r7L6zz,剩余协议重量,remain_agreement_weight,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rQZHrD,剩余天数,remain_days,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r0MIyp,剩余风险敞口,remain_risk_exposure,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rLtr6c,还款账户,repay_account,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rx0Ax9,还款金额类型,repay_amount_type,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rWiA5z,还款金额类型名称,repay_amount_type_name,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r1z0Zl,注册联系人,reg_contact,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rhnxWw,登记次数,reg_count,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rGRF1M,登记时间,reg_date,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rIlfBz,预约单号,reservation_order_no,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rfvgGN,预约记录ID,reservation_record_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rs3N1B,负责人名称,resp_person_name,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rv6STk,回款金额,return_amount,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rAS34c,退料人ID,return_material_person_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rtj9DM,退料人名称,return_material_person_name,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r1nTLU,退料时间,return_material_time,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rbkNpN,审核意见,review_remark,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rCapix,审核时间,review_time,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rUcIOZ,审核人ID,reviewer_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r5fIHB,审核人名称,reviewer_name,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
ruU8T3,撤销次数,revoke_count,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rk0Wyl,撤销日期,revoke_date,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
ryz6Yq,撤销入库货值,revoke_inbound_goods_value,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rGORwD,撤销入库数量,revoke_inbound_quantity,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
ruCxvW,撤销出库货值,revoke_outbound_goods_value,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rTsfpG,撤销出库数量,revoke_outbound_quantity,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rKxHMP,撤销价格,revoke_price,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rQpc8k,是否循环,is_loop,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rWqUGP,场景配置ID,scene_config_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rOUXGv,场景名称,scene_name,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rCHmus,印章状态,seal_status,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rvyznx,二次定价操作人ID,second_pricing_operator_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rdG6Ga,二次定价操作人名称,second_pricing_operator_name,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
re1PUf,二次定价复核备注,second_pricing_remark,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r3Mrrd,二次定价时间,second_pricing_time,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rJ22RA,二级分类,secondary_category,二级分类名称,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月25日
rXlUQG,二级标题,secondary_title,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rXnBAR,安全设备硬件序列号,security_device_sn,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rFPBYt,自营仓库类型,self_support_warehouse_type,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r0Usib,销售方联系人姓名,seller_contact_name,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rJyViO,销售方联系电话,seller_contact_phone_no,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rDq3wR,销售方ID,seller_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rrcC6z,销售方机构ID,seller_org_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rmZRK4,销售方手机号,seller_phone_no,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rQEr4g,销售方类型,seller_type,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rDpW2b,是否销售方可见,is_seller_visible,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rwouL2,服务类型,service_type,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rQhTMF,设置生效日期,set_effective_date,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rwAc6p,设置过期时间,set_expire_time,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rUvYnw,结算金额,settlement_amount,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r0irhk,结算日期,settlement_date,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rlJoBv,结算止期,settlement_end_date,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rsdDMd,是否结清,is_paid_off,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rHO1Vk,结算单ID,settlement_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
radN6C,结算模式,settlement_mode,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r3zChY,结算单号,settlement_no,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rcTgc9,结算价格,settlement_price,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rSunts,结算商品ID,settlement_sku_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r4O6NS,结算商品类型,settlement_sku_type,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
ruwYhd,结清状态名称,settlement_status_name,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rx2sec,结算吨位,settlement_tonnage,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r7nl4W,结算类型,settlement_type,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rs3vQW,结算单价,settlement_unit_price,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rTuwKO,结算重量,settlement_weight,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rwJj2N,签约地点,sign_address,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rj3UeQ,保质期天数,shelf_life_days,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rnwN4w,商品条码,sku_barcode,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
raOdax,商品品类层级,sku_category_level,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rT9RaL,商品描述,sku_desc,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rtTjM6,商品ID,sku_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r4UmNo,规格ID,spec_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
reGgre,统计编号,stats_no,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rGx5qL,状态颜色,status_color,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
ryVsaP,状态名称,status_name,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
ra9dEl,钢坯产量,steel_billet_production,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rZeG3x,废钢消耗量,steel_scrap_consume_quantity,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rbajaL,废钢入库量,steel_scrap_inbound_quantity,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rlGti2,废钢库存量,steel_scrap_inventory_quantity,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r3KX8x,二级品类ID,second_category_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rWWDyi,二级品类名称,second_category_name,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rxn2dr,监管面积,supervise_area,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r3wSkH,供应方ID,supplier_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rIjSI0,销售方法人代表,seller_legal_rep,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rI2FyY,同步时间,sync_time,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rrMBX8,皮重,tare_weight,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r4KqvV,皮重称重时间,tare_weight_time,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rSgG0d,任务ID,task_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rBmxtR,任务说明,task_remark,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rgqlAT,计税方式,tax_calculate_method,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
raDa3h,税率类型,tax_rate_type,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rCDb3Z,电话号码,tel_no,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r7GEzv,协议条款,term_agreement,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rbyDm4,第三方协议编号,third_agreement_no,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rofz6B,今日入库重量,today_inbound_weight,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rLYhxT,总累计还款金额,total_cumulative_repay_amount,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rgYBYh,总贷款余额,total_loan_balance,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rYedap,总数量,total_quantity,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r6D31W,总剩余授信额度,total_remain_credit_limit,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rzebxH,总结算金额,total_settlement_amount,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r31ywG,总交易金额,total_trans_amount,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rxWuqy,总过磅重量,total_weighed_weight,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
ruCqAS,轨迹状态,track_status,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rPISPI,交易笔数,trans_count,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rBtrwC,交易单号,trans_order_no,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r2qCLE,交易用户数,trans_user_count,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r6bdWy,运输方式,transport_mode,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rhFbjJ,运输状态,transport_status,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rVMzbi,受托账户名称,trustee_account_name,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rEYvoL,是否激活UKey,is_active_ukey,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r0y6uY,单位ID,unit_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rcnDvv,未付款金额,unpaid_amount,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rdpQUH,更新人ID,updater_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rPFuEj,更新人姓名,updater_name,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rZRFXo,上传次数,upload_count,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rMeAoV,上传人标识,uploader_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rB3Cvn,用户ID,user_id,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rjk61c,用户ID集合,user_ids,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rzYGDD,用户名,user_name,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rb02ln,有效应收金额,valid_receivable_amount,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r4bT5I,有效应收余额,valid_receivable_balance,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rMSSie,验证码,verification_code,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r8HSWO,仓库地址,warehouse_addr,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rEoMay,仓库面积,warehouse_area,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
r6VRVt,仓库属性,warehouse_attribute,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
rHhKFs,仓库编码,warehouse_code,,,待确认,数仓ETL,,兰恩来,兰恩来,2026年3月24日
